primary_label,secondary_labels,latitude,longitude,author,rating,filename,is_scored,num_secondary_labels,length_x,channels,bitrate,sample_rate,t_min,t_max,f_min,f_max,t_mid,length_y,path,primary_lanbel_id,secondary_lanbel_id,primary_order_id,primary_family_id,secondary_order_id,secondary_family_id,fold
akiapo,"['akepa1', 'apapan', 'hawcre', 'omao', 'warwhe1']",19.5866,-155.3402,Brooks Rownd,3.5,akiapo/XC147003.ogg,True,5,115.03200000000001,2,112000,32000,95.0,100.0,1500,15000.0,97.5,115.03200000000001,./data/input/birdclef-2022/train_audio/akiapo/XC147003.ogg,3,"[2, 7, 62, 101, 141]",8,12,"[8, 8, 8, 8, 8]","[12, 12, 12, 38, 40]",0
akiapo,"['akepa1', 'apapan', 'hawcre', 'omao', 'warwhe1']",19.5866,-155.3402,Brooks Rownd,3.5,akiapo/XC147003.ogg,True,5,115.03200000000001,2,112000,32000,110.0,115.0,1500,15000.0,112.5,115.03200000000001,./data/input/birdclef-2022/train_audio/akiapo/XC147003.ogg,3,"[2, 7, 62, 101, 141]",8,12,"[8, 8, 8, 8, 8]","[12, 12, 12, 38, 40]",2
akiapo,[],19.7901,-155.3273,Daniel Lane,4.0,akiapo/XC27355.ogg,True,0,10.68409375,1,72000,32000,1.2,1.7,1500,15000.0,1.45,10.68409375,./data/input/birdclef-2022/train_audio/akiapo/XC27355.ogg,3,[],8,12,[],[],1
akiapo,"['hawama', 'iiwi']",19.6759,-155.3845,Daniel Lane,3.5,akiapo/XC27374.ogg,True,2,31.2424375,1,72000,32000,0.2,1.2,1500,15000.0,0.7,31.2424375,./data/input/birdclef-2022/train_audio/akiapo/XC27374.ogg,3,"[60, 70]",8,12,"[8, 8]","[12, 12]",0
akiapo,"['hawama', 'iiwi']",19.6759,-155.3845,Daniel Lane,3.5,akiapo/XC27374.ogg,True,2,31.2424375,1,72000,32000,23.3,24.7,1500,15000.0,24.0,31.2424375,./data/input/birdclef-2022/train_audio/akiapo/XC27374.ogg,3,"[60, 70]",8,12,"[8, 8]","[12, 12]",2
akiapo,['iiwi'],19.6759,-155.3845,Daniel Lane,2.5,akiapo/XC27376.ogg,True,1,73.43021875,1,72000,32000,0.5,4.1,1500,15000.0,2.3,73.43021875,./data/input/birdclef-2022/train_audio/akiapo/XC27376.ogg,3,[70],8,12,[8],[12],3
akiapo,['iiwi'],19.6759,-155.3845,Daniel Lane,2.5,akiapo/XC27376.ogg,True,1,73.43021875,1,72000,32000,42.0,46.0,1500,15000.0,44.0,73.43021875,./data/input/birdclef-2022/train_audio/akiapo/XC27376.ogg,3,[70],8,12,[8],[12],3
akiapo,['iiwi'],19.6759,-155.3845,Daniel Lane,2.5,akiapo/XC27376.ogg,True,1,73.43021875,1,72000,32000,66.0,70.0,1500,15000.0,68.0,73.43021875,./data/input/birdclef-2022/train_audio/akiapo/XC27376.ogg,3,[70],8,12,[8],[12],0
akiapo,[],19.6294,-155.3615,George Wagner,5.0,akiapo/XC306424.ogg,True,0,29.91021875,2,112000,32000,1.6,4.0,1500,15000.0,2.8,29.91021875,./data/input/birdclef-2022/train_audio/akiapo/XC306424.ogg,3,[],8,12,[],[],0
akiapo,[],19.6294,-155.3615,George Wagner,5.0,akiapo/XC306424.ogg,True,0,29.91021875,2,112000,32000,11.7,14.0,1500,15000.0,12.85,29.91021875,./data/input/birdclef-2022/train_audio/akiapo/XC306424.ogg,3,[],8,12,[],[],1
akiapo,[],19.6294,-155.3615,George Wagner,5.0,akiapo/XC306424.ogg,True,0,29.91021875,2,112000,32000,26.0,29.0,1500,15000.0,27.5,29.91021875,./data/input/birdclef-2022/train_audio/akiapo/XC306424.ogg,3,[],8,12,[],[],0
akiapo,['hawama'],19.6759,-155.3845,Ulf Elman,4.5,akiapo/XC385387.ogg,True,1,12.696,2,112000,32000,0.5,2.0,1500,15000.0,1.25,12.696,./data/input/birdclef-2022/train_audio/akiapo/XC385387.ogg,3,[60],8,12,[8],[12],1
akiapo,['apapan'],19.535999999999998,-155.3345,Naomi,3.5,akiapo/XC648118.ogg,True,1,15.280999999999999,2,112000,32000,2.0,3.2,1500,15000.0,2.6,15.280999999999999,./data/input/birdclef-2022/train_audio/akiapo/XC648118.ogg,3,[7],8,12,[8],[12],1
akiapo,[],19.5361,-155.3247,Naomi,4.0,akiapo/XC648120.ogg,True,0,3.082,2,112000,32000,1.9,3.0,1500,15000.0,2.45,3.082,./data/input/birdclef-2022/train_audio/akiapo/XC648120.ogg,3,[],8,12,[],[],0
akikik,"['akikik', 'apapan']",22.0815,-159.555,Patrick Blake,3.5,akikik/XC216038.ogg,False,2,51.9314375,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/akikik/XC216038.ogg,4,"[4, 7]",8,12,"[8, 8]","[12, 12]",0
akikik,[],22.0815,-159.555,Patrick Blake,3.5,akikik/XC317034.ogg,False,0,50.80815625,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/akikik/XC317034.ogg,4,[],8,12,[],[],3
amewig,[],56.7264,-111.3803,Dugan Maynard,3.5,amewig/XC150015.ogg,False,0,20.21878125,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC150015.ogg,5,[],1,3,[],[],1
amewig,[],56.7264,-111.3803,Dugan Maynard,3.0,amewig/XC150063.ogg,False,0,24.11103125,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC150063.ogg,5,[],1,3,[],[],3
amewig,[],56.7264,-111.3803,Dugan Maynard,1.0,amewig/XC152348.ogg,False,0,25.41715625,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC152348.ogg,5,[],1,3,[],[],1
amewig,['sora'],35.0307,-120.6205,Thomas G. Graves,3.5,amewig/XC152396.ogg,False,1,153.521625,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC152396.ogg,5,[136],1,3,[7],[28],2
amewig,[],56.7264,-111.3803,Dugan Maynard,1.5,amewig/XC152873.ogg,False,0,18.5208125,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC152873.ogg,5,[],1,3,[],[],0
amewig,['sora'],56.7264,-111.3803,Dugan Maynard,3.5,amewig/XC153020.ogg,False,1,10.8669375,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC153020.ogg,5,[136],1,3,[7],[28],2
amewig,['mallar3'],48.4123,-123.3627,Ian Cruickshank,3.5,amewig/XC165450.ogg,False,1,150.04734375,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC165450.ogg,5,[87],1,3,[1],[3],2
amewig,[],32.233000000000004,-109.8269,Paul Marvin,3.5,amewig/XC172886.ogg,False,0,36.672,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC172886.ogg,5,[],1,3,[],[],0
amewig,[],32.564,-117.1256,Paul Marvin,4.0,amewig/XC172887.ogg,False,0,11.424000000000001,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC172887.ogg,5,[],1,3,[],[],1
amewig,['houfin'],32.564,-117.1256,Paul Marvin,3.5,amewig/XC172888.ogg,False,1,25.44,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC172888.ogg,5,[67],1,3,[8],[12],0
amewig,[],32.564,-117.1256,Paul Marvin,4.0,amewig/XC172889.ogg,False,0,10.536,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC172889.ogg,5,[],1,3,[],[],3
amewig,[],32.564,-117.1256,Paul Marvin,4.0,amewig/XC172890.ogg,False,0,16.704,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC172890.ogg,5,[],1,3,[],[],3
amewig,[],47.7312,-70.4221,Martin St-Michel,5.0,amewig/XC187408.ogg,False,0,9.22121875,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC187408.ogg,5,[],1,3,[],[],1
amewig,[],47.7312,-70.4221,Martin St-Michel,4.0,amewig/XC187411.ogg,False,0,16.0391875,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC187411.ogg,5,[],1,3,[],[],0
amewig,[],51.7068,-103.5791,Patrick Turgeon,0.0,amewig/XC293789.ogg,False,0,3.03021875,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC293789.ogg,5,[],1,3,[],[],0
amewig,[],33.8047,-116.5067,Jim Holmes,4.0,amewig/XC298401.ogg,False,0,8.352,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC298401.ogg,5,[],1,3,[],[],0
amewig,['mallar3'],40.015,-105.2705,Ted Floyd,2.5,amewig/XC301850.ogg,False,1,15.699000000000002,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC301850.ogg,5,[87],1,3,[1],[3],3
amewig,[],34.7912,135.4983,Anon Torimi,5.0,amewig/XC305019.ogg,False,0,2.448,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC305019.ogg,5,[],1,3,[],[],2
amewig,[],34.7912,135.4983,Anon Torimi,5.0,amewig/XC305020.ogg,False,0,1.7280000000000002,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC305020.ogg,5,[],1,3,[],[],1
amewig,[],34.7912,135.4983,Anon Torimi,4.0,amewig/XC305022.ogg,False,0,2.064,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC305022.ogg,5,[],1,3,[],[],2
amewig,[],34.7912,135.4983,Anon Torimi,4.0,amewig/XC305023.ogg,False,0,1.848,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC305023.ogg,5,[],1,3,[],[],0
amewig,[],34.7912,135.4983,Anon Torimi,2.5,amewig/XC305276.ogg,False,0,2.016,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC305276.ogg,5,[],1,3,[],[],3
amewig,['mallar3'],41.7974,-71.3791,Dylan Pedro,2.5,amewig/XC309315.ogg,False,1,2.208,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC309315.ogg,5,[87],1,3,[1],[3],3
amewig,[],48.6617,-112.4239,Thomas Magarian,0.0,amewig/XC335125.ogg,False,0,60.290625,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC335125.ogg,5,[],1,3,[],[],2
amewig,[],48.6617,-112.4239,Thomas Magarian,0.0,amewig/XC335126.ogg,False,0,59.14121875,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC335126.ogg,5,[],1,3,[],[],0
amewig,[],50.9619,-118.1997,James Bradley,4.0,amewig/XC379016.ogg,False,0,9.5085625,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC379016.ogg,5,[],1,3,[],[],0
amewig,[],33.7251,-117.9103,Paul Marvin,5.0,amewig/XC384955.ogg,False,0,12.216,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC384955.ogg,5,[],1,3,[],[],3
amewig,['mallar3'],48.4302,-123.3926,Barry Edmonston,4.5,amewig/XC396690.ogg,False,1,109.24409375,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC396690.ogg,5,[87],1,3,[1],[3],2
amewig,[],32.2789,-111.0223,Janine McCabe,3.0,amewig/XC398300.ogg,False,0,31.81715625,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC398300.ogg,5,[],1,3,[],[],1
amewig,[],40.5032,-105.0629,Nick Komar,4.0,amewig/XC403005.ogg,False,0,11.568,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC403005.ogg,5,[],1,3,[],[],2
amewig,[],47.6807,-122.2459,Bruce Lagerquist,5.0,amewig/XC404504.ogg,False,0,18.86040625,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC404504.ogg,5,[],1,3,[],[],1
amewig,[],32.6185,-117.1029,Paul Marvin,4.0,amewig/XC448935.ogg,False,0,23.928,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC448935.ogg,5,[],1,3,[],[],2
amewig,[],32.6185,-117.1029,Paul Marvin,4.0,amewig/XC448937.ogg,False,0,11.52,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC448937.ogg,5,[],1,3,[],[],3
amewig,['cangoo'],40.7124,-74.4871,William Whitehead,3.5,amewig/XC509697.ogg,False,1,15.984000000000002,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC509697.ogg,5,[30],1,3,[1],[3],2
amewig,[],49.2713,-123.1949,Sunny Tseng,4.0,amewig/XC509721.ogg,False,0,10.847999999999999,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC509721.ogg,5,[],1,3,[],[],0
amewig,[],49.2713,-123.1949,Sunny Tseng,3.0,amewig/XC509723.ogg,False,0,4.3919999999999995,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC509723.ogg,5,[],1,3,[],[],2
amewig,[],34.7092,135.3573,Anon Torimi,3.0,amewig/XC513990.ogg,False,0,1.9069375,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC513990.ogg,5,[],1,3,[],[],3
amewig,['eurwig'],34.7092,135.3573,Anon Torimi,2.5,amewig/XC513991.ogg,False,1,34.638375,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC513991.ogg,5,[48],1,3,[1],[3],0
amewig,['norsho'],25.6602,-109.0033,Manuel Grosselet,4.5,amewig/XC519618.ogg,False,1,21.648000000000003,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC519618.ogg,5,[98],1,3,[1],[3],0
amewig,['bknsti'],25.6602,-109.0033,Manuel Grosselet,4.5,amewig/XC519619.ogg,False,1,19.656,2,112000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC519619.ogg,5,[13],1,3,[2],[29],3
amewig,[],25.6602,-109.0033,Isain Contreras Rodríguez,5.0,amewig/XC519789.ogg,False,0,9.22121875,1,72000,32000,,,,,,,./data/input/birdclef-2022/train_audio/amewig/XC519789.ogg,5,[],1,3,[],[],3
